0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0,0.01,0.01,0,0.01,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.01,0.01,0,0.01,0.02,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.01,0,0.01,0.02,0.01,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0,0.01,0.02,0.01,0,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.01,0.02,0.01,0,0.01,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.02,0.01,0,0.01,0,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.01,0,0.01,0,0,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0,0.01,0,0,0.01,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.01,0,0,0.01,0.02,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0,0,0.01,0.02,0.02,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0,0.01,0.02,0.02,0.02,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.01,0.02,0.02,0.02,0.02,0,0,0,0,0,0
59.3945,59.3945,59.3945,59.3945,59.3945,24.6722,24.6722,24.6722,24.6722,24.6722,168.91,168.91,168.91,168.91,168.91,0.02,0.02,0.02,0.02,0.01,0,0,0,0,0,0
